	20	21	22	23	24	25
GSM2048326_9522_S3_2_filtered.fasta.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	658	3468	3858	10622	97367	2753
egg-9b_S26_L002_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	254	731	1251	982	11048	1044
SRR5049789.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	7871	22184	5753	5436	29524	2639
ddm1ab_control.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	49289	225619	76360	57261	219685	23464
GSM2048332_9522_S7_2_filtered.fasta.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	499	4213	3238	4144	77893	1708
Ovarynoegg2_S5_L004_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	677	1819	2674	2842	31599	2412
eggcell2_combined.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	842	1740	2043	1386	8075	1385
Blendersperm6b_S177_L007_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	895	3161	5673	4221	75316	3447
GSM2048325_9522_S3_1_filtered.fasta.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	576	3538	4067	9047	101940	2969
ovary-no-egg-1a_S31_L002_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	557	1982	3099	3451	48925	3638
ovary-no-egg-1b_S32_L002_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	598	1949	3232	3407	49297	3633
drm2-T-DNA.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.sperm_specific.sam	22973	31926	33585	28837	118581	33541
