	20	21	22	23	24	25
egg-9b_S26_L002_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	383	771	980	1842	13160	1586
eggcell3_combined.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	698	1734	2212	3817	22548	3646
drm2-T-DNA.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	74090	124612	92798	115875	576640	115705
blender-sperm-1_S30_L002_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	1204	4439	8329	9178	93050	8478
Bulk-20_S27_L004_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	13647	53103	75341	165308	1420354	90875
Blendersperm6b_S177_L007_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	1096	3400	3615	3477	21340	2193
ddm1ab_control.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	223569	606685	294948	443512	2586649	198594
SRR2544788.filtered.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	104748	427360	317061	344864	2318117	217528
egg-9a_S25_L002_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	267	570	794	1454	10743	1427
GSM2048332_9522_S7_2_filtered.fasta.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	4122	37598	21733	60969	741330	27177
eggcell2_combined.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	1278	2818	3406	6631	44076	6583
SRR2544787.filtered.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	131876	520475	368844	267187	2479423	228331
BlenderSperm2_S8_L004_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	481	1131	2129	2157	16664	1619
GSM2048330_9522_S5_3_filtered.fasta.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	4519	41824	24596	92832	742226	25418
sperm-5b_S28_L002_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	588	1834	3121	3703	36228	3801
SRR5049786.1.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.seedling_specific.sam	17799	35674	28620	52956	178805	11344
