	20	21	22	23	24	25
GSM2048325_9522_S3_1_filtered.fasta.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	4067	13248	14242	19642	130159	9209
SRR5049787.1.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	252156	247551	231250	189074	220228	57156
blender-sperm-1_S30_L002_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	11758	20222	35073	21114	124851	19167
ovary-no-egg-1b_S32_L002_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	78852	73486	93903	106669	944843	108309
drm2-T-DNA.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	717535	891973	1152312	1104016	918306	952078
eggcell4_combined.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	14196	20794	26765	34868	213276	33245
drm2-T-DNA_control.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	522761	630529	751073	695327	600413	574339
ovary-no-egg-1a_S31_L002_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	81147	76108	96780	109083	982639	113220
SRR771501.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	75793	92123	88709	141191	306203	43067
BlenderSperm4a_S173_L007_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	7000	9052	12303	9966	27422	7718
eggcell3_combined.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	7864	10883	12982	17123	85575	15614
egg-9c_S27_L002_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	4829	6322	8213	8885	52825	8415
Blendersperm6a_S174_L007_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	8558	11727	14830	11665	32565	8449
SRR5049786.1.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	159683	158872	177079	150705	174477	54870
SRR5049788.1.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	117022	120420	113424	109878	192189	36516
seedling4_S3_L004_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	19864	25518	25348	25392	104264	17766
egg-9a_S25_L002_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	3944	4380	6128	6709	40793	6246
GSM2048333_9522_S7_3_filtered.fasta.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	5650	16741	16314	26063	186581	10596
GSM2048332_9522_S7_2_filtered.fasta.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	2431	13398	11250	15200	171249	7777
SRR5049780.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	109762	136708	183323	225325	337199	224269
eggcell2_combined.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	19632	24528	29257	37092	183184	36468
SRR2544786.filtered.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	858220	859325	757395	757456	707280	571473
SRR771500.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	74125	86254	74412	84203	132115	46174
GSM2048331_9522_S7_1_filtered.fasta.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	6487	18154	18330	26222	176028	12950
GSM2048328_9522_S5_1_filtered.fasta.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	4484	13285	12682	13801	118574	9488
sperm-5b_S28_L002_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	8618	11225	18651	12555	73375	11829
Bulk-20_S27_L004_R1_001.fastq.gz.trimmed.dedup.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	17869	25758	25385	27872	148871	20387
ddm1ab_control.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	1437538	2100170	1640651	1704958	2202061	1393145
SRR5713891.fastq.gz.trimmed.fastq.gz.sorted.bam.miRF_tRNAF_NORF_5SF_21nt_24nt_phasiRNAsF.bam.intersection.sam	781386	697826	651350	675167	919057	413156
